"","water_system_number","water_system_name","facility_id","facility_names","treatment_type","treatment_status","class","unit_process","treatment_objective","treatment_process"
"7012",3210011,"PLUMAS EUREKA CSD",6,"ARSENIC BLENDING TANK","TP","treatment_status","T2","BLENDING","INORGANICS REMOVAL","BLENDING"
"7013",3301025,"AZALEA TRAILS GIRL SCOUTS CAMP",9,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7014",3301031,"BANNING HTS. MUTUAL WATER CO.",5,"SURFACE WATER TREATMENT PLANT - TREATED","TP","treatment_status","T2","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7015",3301031,"BANNING HTS. MUTUAL WATER CO.",5,"SURFACE WATER TREATMENT PLANT - TREATED","TP","treatment_status","T2","EPD FILTERS","PARTICULATE REMOVAL","COAGULATION"
"7016",3301031,"BANNING HTS. MUTUAL WATER CO.",5,"SURFACE WATER TREATMENT PLANT - TREATED","TP","treatment_status","T2","EPD FILTERS","PARTICULATE REMOVAL","FILTRATION, PRESSURE SAND"
"7017",3301031,"BANNING HTS. MUTUAL WATER CO.",7,"CHLORINATOR PUMP HOUSE","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7018",3301031,"BANNING HTS. MUTUAL WATER CO.",8,"CHLORINATOR MESA","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7019",3301040,"RIVERDALE ESTATES",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7020",3301044,"HIDDEN VALLEY NATURE CENTER",7,"CHLORINATOR","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7021",3301045,"BLYTHE MOBILE HOME ESTATES",12,"CHLORINATOR","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7022",3301055,"VILLAGE OF CHILD HELP",3,"CHLORINATOR WELL 1","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7023",3301055,"VILLAGE OF CHILD HELP",4,"CHLORINATOR WELL 2","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7024",3301058,"COUNTRY HILLS RV PARK",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7025",3301063,"BUCKHORN CAMP",8,"CHLORINATOR","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7026",3301075,"CALTRANS, CACTUS CITY REST AREA",2,"CALTRANS SWTP (ROSEDALE) - TREATED","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7027",3301075,"CALTRANS, CACTUS CITY REST AREA",2,"CALTRANS SWTP (ROSEDALE) - TREATED","TP","treatment_status","T2","FILTER","PARTICULATE REMOVAL","FILTERED"
"7028",3301082,"CALTRANS, WHITEWATER REST AREA",2,"WELL 01 - CL XCLD","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, PRE"
"7029",3301113,"ANZA BAPTIST CHURCH",8,"TREATED WATER","TP","treatment_status","T1","PACKAGE UNIT","INORGANICS REMOVAL","ION EXCHANGE"
"7030",3301114,"CHERRY VALLEY WATER COMPANY",4,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7031",3301115,"CHIRIACO SUMMIT WATER DIST.",3,"TREATMENT PLANT - TREATED","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7032",3301115,"CHIRIACO SUMMIT WATER DIST.",3,"TREATMENT PLANT - TREATED","TP","treatment_status","T2","FILTER","PARTICULATE REMOVAL","FILTRATION, PRESSURE SAND"
"7033",3301125,"CHAPALA MARKET WATER",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINE","DISINFECTION","HYPOCHLORINATION, POST"
"7034",3301137,"VALLEY AUTO WATER",7,"TREATMENT","TP","treatment_status","T1","PACKAGE UNIT","INORGANICS REMOVAL","ION EXCHANGE"
"7035",3301140,"CHUCKWALLA VALLEY RACEWAY WATER SYSTEM",17,"CULLIGAN AC-RO30 POU (KITCHEN)","TP","treatment_status","T1","POU CULLIGAN","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7036",3301143,"CENTRO MEDICO OASIS",12,"CULLIGAN AC-RO30 POU (KITCHEN)","TP","treatment_status","T1","POU CULLIGAN","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7037",3301164,"GENESIS SOLAR LLC",9,"RO TREATMENT","TP","treatment_status","T2","ROTP","INORGANICS REMOVAL","REVERSE OSMOSIS"
"7038",3301176,"GRIMMWAY ENTERPRISES - CAL ORGANIC THERM",7,"POU #1","TP","treatment_status","T1","POU #1","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7039",3301176,"GRIMMWAY ENTERPRISES - CAL ORGANIC THERM",8,"POU #2","TP","treatment_status","T1","POU #2","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7040",3301176,"GRIMMWAY ENTERPRISES - CAL ORGANIC THERM",9,"POU #3","TP","treatment_status","T1","POU #3","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7041",3301176,"GRIMMWAY ENTERPRISES - CAL ORGANIC THERM",10,"POU #4","TP","treatment_status","T1","POU #4","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7042",3301226,"MWD - EAGLE MOUNTAIN",2,"TREATMENT PLANT","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7043",3301226,"MWD - EAGLE MOUNTAIN",2,"TREATMENT PLANT","TP","treatment_status","T2","FILTER","PARTICULATE REMOVAL","FILTERED"
"7044",3301238,"EISENHOWER MEDICAL CENTER(WATER)",2,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7045",3301280,"GOLDEN ERA PRODUCTIONS",3,"CHLORINATOR BEFORE TANK","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","4-LOG TREATMENT OF VIRUSES"
"7046",3301293,"GREEN ACRES MOBILE PARK",8,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7047",3301294,"GLEN IVY HOT SPRINGS",8,"WELL 1 CHLORINATOR","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","4-LOG TREATMENT OF VIRUSES"
"7048",3301305,"WHITE'S STEEL, INC.",11,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7049",3301308,"COTTONWOOD SCHOOL",15,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7050",3301309,"HAMILTON SCHOOL",3,"CHLORINATOR WELL 1","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7051",3301309,"HAMILTON SCHOOL",9,"CHLORINATOR WELL 2","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7052",3301330,"INDIAN OAKS TRAILER PARK",12,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7053",3301359,"KENNEDY GROCERY",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7054",3301380,"SAINT ANTHONY TRAILER PARK",8,"TREATMENT EFFLUENT (NIMBUS)","TP","treatment_status","T1","FILTER","INORGANICS REMOVAL","REVERSE OSMOSIS"
"7055",3301380,"SAINT ANTHONY TRAILER PARK",9,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7056",3301381,"CSA 51",3,"F TREATMENT PLANT","TP","treatment_status","T1","FILTER","INORGANICS REMOVAL","ACTIVATED ALUMINA"
"7057",3301385,"JOJOBA HILLS SKP RESORT, INC.",13,"CHLORINATOR FOR 003-PRIOR TO ENTERING TA","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7058",3301385,"JOJOBA HILLS SKP RESORT, INC.",14,"CHLORINATOR FOR 002-PRIOR TO ENTERING TA","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7059",3301428,"BLYTHE - MESA RANCH",4,"PALO VERDE COLLEGE WELL 02- CL/POLY XCLD","TP","treatment_status","T1","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7060",3301428,"BLYTHE - MESA RANCH",4,"PALO VERDE COLLEGE WELL 02- CL/POLY XCLD","TP","treatment_status","T1","POLYPO4","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"7061",3301428,"BLYTHE - MESA RANCH",7,"MESA RANCH WELL 03-CL/POLY XCLD","TP","treatment_status","T1","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7062",3301428,"BLYTHE - MESA RANCH",7,"MESA RANCH WELL 03-CL/POLY XCLD","TP","treatment_status","T1","POLYPO4","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"7063",3301482,"ORTEGA OAKS RV PARK&CAMPGROUND",11,"CHLORINATOR","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","GASEOUS CHLORINATION, POST"
"7064",3301491,"ALPINE VILLAGE",13,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7065",3301511,"PINYON CREST HOA",18,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7066",3301528,"OAK HAVEN ASSOCIATION",13,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7067",3301528,"OAK HAVEN ASSOCIATION",16,"TREATMENT","TP","treatment_status","T1","MANGANESE","MANGANESE REMOVAL","SEQUESTRATION"
"7068",3301541,"RECHE CANYON MUTUAL WATER CO.",4,"CHLORINATOR WELL 1","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7069",3301541,"RECHE CANYON MUTUAL WATER CO.",5,"CHLORINATOR WELL 2","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7070",3301541,"RECHE CANYON MUTUAL WATER CO.",6,"CHLORINATOR WELL 3","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7071",3301557,"EOC WELL - PALM SPRINGS",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7072",3301577,"CSA 62",3,"PUREFLOW FILTRATION","TP","treatment_status","T1","DISINFECTION","DISINFECTION","HYPOCHLORINATION, PRE"
"7073",3301577,"CSA 62",3,"PUREFLOW FILTRATION","TP","treatment_status","T1","FILTER","IRON REMOVAL","FILTRATION, GREENSAND"
"7074",3301588,"ROYAL CARRIZO HOA",10,"WELL 1 PES EFFLUENT","TP","treatment_status","T1","PACKAGE UNIT","RADIONUCLIDES REMOVAL","ION EXCHANGE"
"7075",3301588,"ROYAL CARRIZO HOA",11,"WELL 2 PES EFFLUENT","TP","treatment_status","T1","PACKAGE UNIT","RADIONUCLIDES REMOVAL","ION EXCHANGE"
"7076",3301622,"SILENT VALLEY CLUB",15,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7077",3301630,"BLYTHE - HIDDEN BEACHES",4,"HIDDEN BEACHES WELL 02 - TREATED XCLD","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7078",3301648,"SUGARLOAF CAFE",12,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7079",3301683,"THOUSAND TRAILS PALM SPRINGS - MHC",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7080",3301690,"TWIN PINES BOYS RANCH",10,"CHLORINATOR D&D REZ WELL","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7081",3301863,"OLIVET UNIVERSITY",3,"TREATMENT PLANT","TP","treatment_status","T1","CHEMICAL FEEDER","DISINFECTION","HYPOCHLORINATION, POST"
"7082",3301863,"OLIVET UNIVERSITY",3,"TREATMENT PLANT","TP","treatment_status","T1","CHEMICAL FEEDER","MANGANESE REMOVAL","SEQUESTRATION"
"7083",3301863,"OLIVET UNIVERSITY",3,"TREATMENT PLANT","TP","treatment_status","T1","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7084",3301863,"OLIVET UNIVERSITY",3,"TREATMENT PLANT","TP","treatment_status","T1","DISINFECTION","MANGANESE REMOVAL","SEQUESTRATION"
"7085",3301863,"OLIVET UNIVERSITY",18,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7086",3301879,"SHARONDALE MESA HOA",4,"WELL 01 - CL XCLD","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7087",3301879,"SHARONDALE MESA HOA",5,"WELL 02 - CL XCLD","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7088",3301939,"JEWEL DATE CO. INC.",8,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7089",3301943,"PLANTATION ON THE LAKE PARK",3,"WELL 01 - CL XCLD","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7090",3301961,"OUTDOOR RESORTS RANCHO CA",8,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7091",3301979,"MADISON CENTER WATER SYSTEM",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7092",3302060,"CAHUILLA MOUNTAIN MARKET & CAFE",9,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7093",3303002,"OASIS PALMS RV RESORT",12,"CULLIGAN AC-RO30 POU (PATIO)","TP","treatment_status","T1","POU CULLIGAN","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7094",3303002,"OASIS PALMS RV RESORT",13,"CULLIGAN AC-RO30 POU (OFFICE KITCHEN)","TP","treatment_status","T1","POU CULLIGAN","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7095",3303002,"OASIS PALMS RV RESORT",14,"CULLIGAN AC-RO30 POU (BUILDING B)","TP","treatment_status","T1","POU CULLIGAN","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7096",3303002,"OASIS PALMS RV RESORT",15,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7097",3303026,"GRANITE CONSTRUCTION COMPANY",9,"TU#1 - OLD KITCHEN","TP","treatment_status","T1","FILTER","RADIONUCLIDES REMOVAL","REVERSE OSMOSIS"
"7098",3303026,"GRANITE CONSTRUCTION COMPANY",10,"TU#2 - NEW KITCHEN","TP","treatment_status","T1","FILTER","RADIONUCLIDES REMOVAL","REVERSE OSMOSIS"
"7099",3303026,"GRANITE CONSTRUCTION COMPANY",11,"TU#3 - HORSE RANCH BUILDING","TP","treatment_status","T1","FILTER","RADIONUCLIDES REMOVAL","REVERSE OSMOSIS"
"7100",3303035,"THERMAL PARK",8,"CHLORINATOR","TP","treatment_status","T1","CHLORINATOR","DISINFECTION","4-LOG TREATMENT OF VIRUSES"
"7101",3303071,"MORONGO GOLF COURSE AT TUKWET CNYN",2,"CHLORINATOR WELL 1","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7102",3303072,"GOOSE CREEK GOLF CLUB",2,"TREATMENT PLANT","TP","treatment_status","T1","FILTER","INORGANICS REMOVAL","REVERSE OSMOSIS"
"7103",3303072,"GOOSE CREEK GOLF CLUB",2,"TREATMENT PLANT","TP","treatment_status","T1","FILTER","MANGANESE REMOVAL","FILTRATION, GREENSAND"
"7104",3303077,"PARADISE VALLEY CAFE",12,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7105",3303084,"TEMECULA/VAIL LAKE KOA",9,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, PRE"
"7106",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",11,"POU #1 (SPACE #1)","TP","treatment_status","T1","POU #1","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7107",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",12,"POU #2 (SPACE #2)","TP","treatment_status","T1","POU #2","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7108",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",13,"POU #3 (SPACE #3)","TP","treatment_status","T1","POU #3","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7109",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",14,"POU #4 (SPACE #4)","TP","treatment_status","T1","POU #4","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7110",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",15,"POU #5 (SPACE #5)","TP","treatment_status","T1","POU #5","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7111",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",16,"POU #6 (SPACE #6)","TP","treatment_status","T1","POU #6","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7112",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",17,"POU #7 (SPACE #7)","TP","treatment_status","T1","POU #7","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7113",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",18,"POU #8 (SPACE #8)","TP","treatment_status","T1","POU #8","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7114",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",19,"POU #9 (SPACE #9)","TP","treatment_status","T1","POU #9","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7115",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",20,"POU #10 (SPACE #10)","TP","treatment_status","T1","POU #10","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7116",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",21,"POU #11 (SPACE #11)","TP","treatment_status","T1","POU #11","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7117",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",22,"POU #12 (SPACE #12)","TP","treatment_status","T1","POU #12","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7118",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",23,"POU #13 (SPACE #13)","TP","treatment_status","T1","POU #13","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7119",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",24,"POU #14 (SPACE #14)","TP","treatment_status","T1","POU #14","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7120",3303087,"SAN JOSE COMMUNITY WATER SYSTEM",25,"POU #15 (COMMUNITY CENTER/CHURCH)","TP","treatment_status","T1","POU #15","INORGANICS REMOVAL","REVERSE OSMOSIS,POINT OF USE"
"7121",3303092,"MECCA ARCO TRAVEL CENTER",9,"FILTRONICS TREATMENT","TP","treatment_status","T1","FILTRONICS","INORGANICS REMOVAL","COAGULATION"
"7122",3303104,"JACK IN THE BOX #5328",7,"CHLORINATOR","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7123",3303112,"COACHELLA VALLEY FACILITY",10,"POU #1","TP","treatment_status","T1","POU #1","INORGANICS REMOVAL","REVERSE OSMOSIS"
"7124",3303112,"COACHELLA VALLEY FACILITY",11,"POU #2","TP","treatment_status","T1","POU #2","INORGANICS REMOVAL","REVERSE OSMOSIS"
"7125",3303112,"COACHELLA VALLEY FACILITY",12,"POU #3","TP","treatment_status","T1","POU #3","INORGANICS REMOVAL","REVERSE OSMOSIS"
"7126",3310001,"COACHELLA VWD: COVE COMMUNITY",180,"WELL 4610-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7127",3310001,"COACHELLA VWD: COVE COMMUNITY",181,"WELL 452601 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7128",3310001,"COACHELLA VWD: COVE COMMUNITY",183,"WELL 5678-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7129",3310001,"COACHELLA VWD: COVE COMMUNITY",184,"WELL 5677-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7130",3310001,"COACHELLA VWD: COVE COMMUNITY",185,"WELL 5675-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7131",3310001,"COACHELLA VWD: COVE COMMUNITY",186,"WELL 5714-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7132",3310001,"COACHELLA VWD: COVE COMMUNITY",188,"WELL 5679-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7133",3310001,"COACHELLA VWD: COVE COMMUNITY",189,"WELL 5681-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7134",3310001,"COACHELLA VWD: COVE COMMUNITY",190,"WELL 5715-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7135",3310001,"COACHELLA VWD: COVE COMMUNITY",191,"WELL 5716-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7136",3310001,"COACHELLA VWD: COVE COMMUNITY",192,"WELL 5701-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7137",3310001,"COACHELLA VWD: COVE COMMUNITY",193,"WELL 5680-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7138",3310001,"COACHELLA VWD: COVE COMMUNITY",195,"WELL 568201 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7139",3310001,"COACHELLA VWD: COVE COMMUNITY",197,"WELL 6725-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7140",3310001,"COACHELLA VWD: COVE COMMUNITY",229,"WELL 5727-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7141",3310001,"COACHELLA VWD: COVE COMMUNITY",230,"WELL 4612-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7142",3310001,"COACHELLA VWD: COVE COMMUNITY",231,"WELL 4614-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7143",3310001,"COACHELLA VWD: COVE COMMUNITY",232,"WELL 6728-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7144",3310001,"COACHELLA VWD: COVE COMMUNITY",233,"WELL 6726-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7145",3310001,"COACHELLA VWD: COVE COMMUNITY",234,"WELL 5725-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7146",3310001,"COACHELLA VWD: COVE COMMUNITY",235,"WELL 4613-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7147",3310001,"COACHELLA VWD: COVE COMMUNITY",236,"WELL 5717-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7148",3310001,"COACHELLA VWD: COVE COMMUNITY",238,"WELL 5718-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7149",3310001,"COACHELLA VWD: COVE COMMUNITY",239,"WELL 4567-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7150",3310001,"COACHELLA VWD: COVE COMMUNITY",240,"WELL 4510-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7151",3310001,"COACHELLA VWD: COVE COMMUNITY",241,"WELL 4628-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7152",3310001,"COACHELLA VWD: COVE COMMUNITY",242,"WELL 4509-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7153",3310001,"COACHELLA VWD: COVE COMMUNITY",243,"WELL 4722-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7154",3310001,"COACHELLA VWD: COVE COMMUNITY",244,"WELL 4527-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7155",3310001,"COACHELLA VWD: COVE COMMUNITY",245,"WELL 5676-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7156",3310001,"COACHELLA VWD: COVE COMMUNITY",246,"WELL 5711-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7157",3310001,"COACHELLA VWD: COVE COMMUNITY",247,"WELL 5632-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7158",3310001,"COACHELLA VWD: COVE COMMUNITY",248,"WELL 4631-2 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7159",3310001,"COACHELLA VWD: COVE COMMUNITY",255,"WELL 6805-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7160",3310001,"COACHELLA VWD: COVE COMMUNITY",260,"WELL 7802-1 CL","TP","treatment_status","TD","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"7161",3310001,"COACHELLA VWD: COVE COMMUNITY",261,"WS 7802 IXTP EFFLUENT","TP","treatment_status","T2","PACKAGE UNIT","INORGANICS REMOVAL","ION EXCHANGE"
"7162",3310001,"COACHELLA VWD: COVE COMMUNITY",264,"WELL 4507-2 CL","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7163",3310001,"COACHELLA VWD: COVE COMMUNITY",265,"WELL 4528-1 CL","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"7164",3310001,"COACHELLA VWD: COVE COMMUNITY",266,"WELL 5625-2 CL","TP","treatment_status","TD","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
